Category,Sub-Category,Sub-Sub-Category,Tools,L1,L2,L3
Gen AI,Evaluation & Safety,"Evaluating output quality (BLEU, ROUGE, human evals)",EvalLM,"* Understands the role of evaluation in Gen AI output quality and safety.
* Can describe basic metrics like BLEU and ROUGE.
* Familiar with EvalLM’s interface and basic evaluation workflows.
* Able to run simple evaluations using EvalLM’s default configurations.
* Knows how to compare reference vs generated outputs using EvalLM.
* Understands basic score interpretation and metric limitations.","* Understands the differences and applications of BLEU, ROUGE, METEOR, CIDEr, and BERTScore.
* Uses EvalLM to evaluate outputs across multiple Gen AI tasks (e.g., summarization, translation).
* Configures EvalLM for custom evaluation setups and metric combinations.
* Combines EvalLM’s automated metrics with human feedback for richer insights.
* Analyzes evaluation results using EvalLM’s reporting features.
* Understands how evaluation outcomes influence model refinement and safety protocols.","* Designs advanced evaluation pipelines using EvalLM with custom metrics and scoring logic.
* Integrates EvalLM into continuous evaluation workflows for production Gen AI systems.
* Conducts deep error analysis and semantic evaluation using BERTScore and CIDEr.
* Uses EvalLM to monitor model performance over time and across datasets.
* Leads audits and compliance reviews using EvalLM’s structured evaluation framework.
* Contributes to evolving best practices for Gen AI evaluation and safety using EvalLM."
Gen AI,Evaluation & Safety,"Evaluating output quality (BLEU, ROUGE, human evals)",Weights & Biases (W&B),"* Understands the importance of evaluating Gen AI outputs for quality and safety.
* Can describe basic metrics like BLEU and ROUGE.
* Familiar with the W&B dashboard and basic logging features.
* Able to visualize simple evaluation results using W&B.
* Knows how to track model outputs and metric scores over time.
* Understands basic score interpretation and metric limitations.","* Uses W&B to log and compare multiple evaluation metrics (e.g., BLEU, ROUGE, METEOR).
* Integrates W&B with Python libraries (e.g., Hugging Face evaluate, Scikit-learn) for automated logging.
* Configures W&B projects to track experiments across Gen AI tasks.
* Combines automated metrics with human evaluation results in W&B reports.
* Analyzes trends and performance across datasets using W&B visualizations.
* Understands how evaluation insights guide model tuning and safety improvements.","* Designs comprehensive evaluation pipelines with W&B for Gen AI systems.
* Implements custom metric tracking and visualizations (e.g., BERTScore, CIDEr).
* Uses W&B for real-time monitoring of deployed Gen AI models.
* Conducts deep error analysis and performance audits using W&B tools.
* Leads safety reviews and compliance reporting using W&B dashboards.
* Contributes to best practices in Gen AI evaluation using W&B integrations."
Gen AI,Evaluation & Safety,"Evaluating output quality (BLEU, ROUGE, human evals)",Matplotlib / Seaborn / Plotly,"* Understands the purpose of evaluating Gen AI outputs using metrics like BLEU and ROUGE.
* Familiar with basic Python plotting libraries: Matplotlib and Seaborn.
* Can create simple bar or line charts to visualize evaluation scores.
* Able to interpret basic visualizations of model performance.
* Knows how to compare reference vs generated outputs using plotted metrics.","* Uses Matplotlib, Seaborn, and Plotly to create multi-metric visualizations.
* Can customize plots (e.g., labels, legends, color schemes) for clearer insights.
* Applies visualizations to compare performance across models or datasets.
* Integrates metric outputs (e.g., BLEU, ROUGE, METEOR) into Pandas DataFrames for plotting.
* Understands how visual trends inform model tuning and evaluation strategies.
* Combines automated metrics with human evaluation data in visual reports.","* Designs interactive dashboards using Plotly for real-time evaluation monitoring.
* Implements advanced visualizations (e.g., heatmaps, distribution plots, semantic similarity graphs).
* Uses visual analytics to conduct deep error analysis and model interpretability.
* Automates evaluation pipelines with integrated visualization reporting.
* Leads development of visual tools for Gen AI safety audits and performance reviews.
* Contributes to best practices in visualizing Gen AI evaluation metrics."
Gen AI,Evaluation & Safety,"Evaluating output quality (BLEU, ROUGE, human evals)",OpenAI Evals,"* Understands the purpose of evaluating Gen AI outputs for quality and reliability.
* Can describe basic metrics like BLEU and ROUGE.
* Familiar with the concept of OpenAI Evals and its role in structured evaluation.
* Able to run basic evaluation tasks using OpenAI Evals templates.
* Knows how to compare reference vs generated outputs using standard metrics.
* Understands basic score interpretation and metric limitations.","* Uses OpenAI Evals to evaluate outputs across multiple Gen AI tasks (e.g., summarization, translation).
* Configures evaluation scenarios using YAML templates and Python scripts.
* Integrates BLEU, ROUGE, METEOR, CIDEr, and BERTScore into OpenAI Evals workflows.
* Combines automated metrics with human evaluation for richer insights.
* Analyzes evaluation results using structured logs and reports.
* Understands how evaluation outcomes influence model tuning and safety protocols.","* Designs custom evaluation pipelines using OpenAI Evals with advanced metrics and logic.
* Implements task-specific evaluators and scoring functions for nuanced analysis.
* Uses OpenAI Evals to monitor model performance across datasets and deployment stages.
* Conducts deep error analysis and semantic evaluation using BERTScore and CIDEr.
* Leads audits and compliance reviews using OpenAI Evals frameworks.
* Contributes to evolving best practices in Gen AI evaluation and safety using OpenAI Evals."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection","Python (Detoxify, TruLens, AI Fairness 360, Fairness Indicators, Hugging Face evaluate)","* Understands the importance of detecting bias, toxicity, and hallucinations in Gen AI outputs.
* Can define basic terms: bias, toxicity, hallucination, fairness.
* Familiar with Python libraries like Detoxify and Hugging Face evaluate.
* Able to run basic toxicity detection on text outputs using pre-trained models.
* Understands the concept of fairness indicators and their role in evaluation.
* Can interpret simple outputs (e.g., toxicity scores, flagged terms).","* Uses Detoxify and TruLens to evaluate and visualize toxicity and hallucination risks.
* Applies AI Fairness 360 and Fairness Indicators to assess demographic bias.
* Integrates multiple tools to evaluate Gen AI outputs across different dimensions.
* Understands how hallucinations manifest in LLMs and how to detect them.
* Combines automated detection with manual review for nuanced evaluation.
* Analyzes trends in bias/toxicity across datasets using Pandas and visualization tools.","* Designs custom pipelines for detecting and mitigating bias, toxicity, and hallucinations.
* Fine-tunes detection models for domain-specific or multilingual use cases.
* Implements real-time monitoring and alerting systems using TruLens or similar tools.
* Conducts in-depth audits and fairness assessments using AI Fairness 360.
* Leads development of ethical evaluation frameworks for Gen AI systems.
* Contributes to research or policy on responsible AI and model safety."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection",TensorFlow / PyTorch,"* Understands the importance of detecting bias, toxicity, and hallucinations in Gen AI outputs.
* Familiar with TensorFlow and PyTorch environments and basic model usage.
* Can use pre-trained models for basic toxicity or bias detection.
* Understands basic concepts like fairness, representation, and harmful content.
* Able to run simple inference scripts to flag toxic or biased outputs.","* Implements bias and toxicity detection pipelines using TensorFlow or PyTorch models.
* Fine-tunes pre-trained models for specific domains or languages.
* Integrates detection models into Gen AI workflows for real-time evaluation.
* Uses explainability tools (e.g., SHAP, LIME) to interpret model behavior.
* Applies data preprocessing and augmentation to reduce bias in training data.
* Understands how hallucinations arise in LLMs and uses model checkpoints to analyze them.","* Designs and trains custom models for detecting nuanced bias, toxicity, and hallucinations.
* Develops scalable, production-ready detection systems using TensorFlow or PyTorch.
* Implements adversarial testing and robustness checks for safety validation.
* Conducts in-depth audits and fairness evaluations across demographic groups.
* Leads research or development of novel architectures for ethical Gen AI.
* Contributes to open-source or enterprise-grade safety frameworks using deep learning."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection",REST APIs,"* Understands the importance of detecting bias, toxicity, and hallucinations in Gen AI outputs.
* Can explain what REST APIs are and how they are used in AI evaluation.
* Familiar with basic API tools (e.g., Postman, curl) to send requests and receive responses.
* Able to call simple REST APIs for toxicity detection (e.g., Perspective API, Detoxify API).
* Understands basic JSON response parsing and interpretation of scores.","* Integrates REST APIs into Python or web-based Gen AI evaluation workflows.
* Uses APIs like Perspective API, Hugging Face Inference API, or custom endpoints for bias/toxicity detection.
* Handles authentication, rate limits, and error handling in API calls.
* Combines multiple API responses (e.g., toxicity + hallucination detection) for richer evaluation.
* Visualizes API-based evaluation results using tools like Pandas and Matplotlib.
* Understands how to evaluate and compare API-based vs local model performance.","* Designs and deploys custom REST APIs for internal bias, toxicity, or hallucination detection models.
* Implements scalable, production-grade API pipelines for real-time Gen AI safety monitoring.
* Integrates REST APIs into CI/CD pipelines for automated evaluation and alerts.
* Conducts audits and compliance checks using API-based evaluation logs.
* Leads development of API-first safety frameworks for Gen AI systems.
* Contributes to open-source or enterprise-grade REST API tools for responsible AI."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection","JSON, CSV, Parquet","* Understands the role of structured data (JSON, CSV, Parquet) in evaluating Gen AI outputs.
* Can read and write basic JSON and CSV files for storing evaluation results.
* Familiar with tools like Excel, Python (Pandas), or online viewers to inspect data.
* Able to log simple toxicity or bias scores in tabular format.
* Understands the importance of consistent data formatting for analysis.","* Uses Python (Pandas, PyArrow) to process and analyze evaluation data in JSON, CSV, and Parquet formats.
* Merges model outputs with evaluation scores (e.g., toxicity, hallucination flags) for analysis.
* Automates data cleaning, transformation, and export for reporting.
* Applies filters and aggregations to identify patterns in bias or hallucination occurrences.
* Understands trade-offs between formats (e.g., Parquet for large-scale, CSV for portability).","* Designs scalable pipelines to log and store Gen AI evaluation data in optimized formats (e.g., Parquet for big data).
* Integrates JSON/CSV/Parquet-based logs into dashboards or monitoring systems.
* Implements schema validation and versioning for evaluation datasets.
* Conducts longitudinal analysis of bias and hallucination trends across model versions.
* Leads audits and compliance reporting using structured evaluation datasets.
* Contributes to best practices in data governance and traceability for Gen AI safety."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection","Matplotlib, Seaborn, Plotly","* Understands the importance of visualizing bias, toxicity, and hallucination metrics.
* Familiar with basic plotting using Matplotlib and Seaborn.
* Can create simple bar and line charts to visualize detection scores.
* Able to plot frequency of toxic terms or hallucinated entities.
* Understands how to interpret basic visual patterns in evaluation data.","* Uses Seaborn and Plotly to create comparative visualizations across models or datasets.
* Visualizes distributions of toxicity scores, bias indicators, or hallucination rates.
* Combines multiple metrics (e.g., toxicity + bias) in a single plot for richer insights.
* Applies heatmaps, boxplots, and scatter plots to explore correlations.
* Integrates visualizations into evaluation reports or dashboards.
* Understands how visual trends inform model tuning and safety decisions.","* Designs interactive dashboards using Plotly for real-time safety monitoring.
* Implements advanced visualizations (e.g., multi-dimensional plots, semantic clustering).
* Automates visualization pipelines for continuous evaluation workflows.
* Uses visual analytics to support audits, fairness reviews, and compliance reporting.
* Leads development of custom visualization tools for Gen AI safety metrics.
* Contributes to best practices in visual storytelling for responsible AI."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection",AWS,"* Understands the importance of detecting bias, toxicity, and hallucinations in Gen AI outputs.
* Familiar with AWS services like Amazon Comprehend and Amazon SageMaker JumpStart.
* Can use pre-built models via AWS to detect sentiment, key phrases, and basic toxicity.
* Able to upload and analyze text data using AWS Console or simple SDK scripts.
* Understands basic IAM roles and permissions for accessing AI services securely.","* Uses Amazon SageMaker to deploy and evaluate custom or pre-trained bias/toxicity detection models.
* Integrates AWS services (e.g., Comprehend, Rekognition, Textract) into Gen AI pipelines.
* Applies Amazon SageMaker Clarify to detect and visualize bias in datasets and model predictions.
* Automates evaluation workflows using AWS Lambda, Step Functions, and CloudWatch.
* Understands how to manage data securely and ethically in AWS environments.
","* Designs and deploys scalable, production-grade Gen AI safety pipelines using AWS.
* Implements real-time bias and toxicity detection using SageMaker Clarify and custom endpoints.
* Conducts in-depth fairness audits and hallucination detection using AWS-native and third-party tools.
* Integrates AWS services with external APIs or on-prem systems for hybrid evaluation workflows.
* Leads governance, compliance, and monitoring strategies using AWS CloudTrail, Config, and Security Hub.
* Contributes to enterprise-wide responsible AI frameworks using AWS infrastructure."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection",Azure,"* Understands the importance of detecting bias, toxicity, and hallucinations in Gen AI outputs.
* Familiar with Azure AI services like Azure Content Safety, Azure OpenAI, and Text Analytics.
* Can use Azure Studio or REST APIs to run basic content moderation and sentiment analysis.
* Able to interpret simple toxicity or bias scores from Azure services.
* Understands basic Azure concepts like resource groups, keys, and endpoints.","* Uses Azure Content Safety to detect harmful content, bias, and offensive language in Gen AI outputs.
* Integrates Azure OpenAI Service with evaluation pipelines for hallucination detection.
* Applies Azure Machine Learning to deploy and monitor custom detection models.
* Automates evaluation workflows using Logic Apps, Azure Functions, or Data Factory.
* Analyzes trends in bias/toxicity using Azure Monitor, Log Analytics, and Power BI.
* Understands how to manage data privacy and compliance within Azure environments.","* Designs and deploys scalable, enterprise-grade safety pipelines using Azure AI and ML services.
* Implements real-time detection and mitigation of bias, toxicity, and hallucinations using Azure Content Safety APIs.
* Conducts fairness audits and model interpretability using Responsible AI dashboard in Azure ML.
* Integrates Azure services with third-party tools (e.g., Hugging Face, Detoxify) for hybrid safety evaluations.
* Leads governance, compliance, and ethical AI initiatives using Azure Policy, Security Center, and Purview.
* Contributes to organizational frameworks for responsible Gen AI using Azure infrastructure."
Gen AI,Evaluation & Safety,"Bias, toxicity, and hallucination detection",GCP,"* Understands the importance of detecting bias, toxicity, and hallucinations in Gen AI outputs.
* Familiar with GCP services like Cloud Natural Language API and Vertex AI.
* Can use pre-trained models via GCP to analyze sentiment, entity recognition, and content moderation.
* Able to run basic evaluations using the GCP Console or simple API calls.
* Understands basic GCP concepts like projects, billing, and IAM roles.
","* Uses Vertex AI to deploy and evaluate custom models for bias and toxicity detection.
* Integrates Cloud Natural Language API and Perspective API (via GCP) into Gen AI pipelines.
* Applies Explainable AI tools in Vertex AI to interpret model predictions and detect hallucinations.
* Automates evaluation workflows using Cloud Functions, Cloud Composer, or Dataflow.
* Analyzes trends in bias/toxicity using BigQuery, Looker, and Data Studio.
* Understands how to manage data privacy, access control, and compliance in GCP.","* Designs and deploys scalable, production-grade safety pipelines using Vertex AI Pipelines and GCP-native tools.
* Implements real-time detection and mitigation of bias, toxicity, and hallucinations using custom models and APIs.
* Conducts fairness audits and model interpretability using What-If Tool and Explainable AI SDK.
* Integrates GCP services with third-party tools (e.g., Detoxify, AI Fairness 360) for hybrid safety evaluations.
* Leads governance, compliance, and ethical AI initiatives using Cloud Audit Logs, Security Command Center, and Policy Intelligence.
* Contributes to responsible AI frameworks and best practices using GCP infrastructure."
Gen AI,Evaluation & Safety,Guardrails and content moderation,"Python (TruLens, Hugging Face transformers, Presidio)","* Understands the purpose of guardrails and content moderation in Gen AI systems.
* Familiar with basic Python usage and libraries like Hugging Face Transformers.
* Can use pre-trained models to detect inappropriate or unsafe content.
* Able to run simple moderation checks using TruLens or Hugging Face pipelines.
* Understands basic concepts like PII (Personally Identifiable Information), toxicity, and prompt injection.","* Uses TruLens to evaluate and visualize Gen AI outputs for safety, relevance, and factuality.
* Applies Presidio for detecting and anonymizing PII in text data.
* Integrates Hugging Face moderation models into Gen AI pipelines for real-time filtering.
* Customizes moderation thresholds and rules based on use case or audience.
* Combines multiple tools to enforce layered safety checks (e.g., PII + toxicity + hallucination).
* Understands how to log and audit moderation decisions for compliance.","* Designs and deploys robust guardrail systems using TruLens, Presidio, and custom moderation logic.
* Fine-tunes moderation models for domain-specific or multilingual applications.
* Implements real-time content filtering and response rewriting in production environments.
* Conducts audits and safety evaluations using structured logs and dashboards.
* Leads development of ethical AI frameworks and safety protocols using open-source and proprietary tools.
* Contributes to research or policy on responsible Gen AI deployment and content governance."
Gen AI,Evaluation & Safety,Guardrails and content moderation,REST APIs,"* Understands the role of guardrails and content moderation in Gen AI systems.
* Can explain what REST APIs are and how they are used to enforce safety.
* Familiar with calling basic moderation APIs (e.g., Perspective API, OpenAI Moderation API).
* Able to send simple requests and interpret JSON responses for content safety.
* Understands basic concepts like rate limits, API keys, and response codes.","* Integrates REST APIs into Gen AI pipelines for real-time content filtering.
* Uses multiple APIs (e.g., toxicity, PII, profanity) to build layered moderation systems.
* Handles authentication, retries, and error handling in API workflows.
* Combines REST API outputs with custom logic for dynamic response handling.
* Logs and visualizes moderation results using tools like Pandas and dashboards.
* Understands how to evaluate and compare moderation APIs for different use cases.","* Designs and deploys custom REST APIs for internal moderation and safety enforcement.
* Implements scalable, production-ready moderation pipelines using RESTful architecture.
* Integrates REST APIs with CI/CD pipelines for automated safety checks.
* Conducts audits and compliance reporting using API logs and analytics.
* Leads development of enterprise-grade safety frameworks using REST APIs.
* Contributes to open-source or proprietary moderation API ecosystems."
Gen AI,Evaluation & Safety,Guardrails and content moderation,"JSON, CSV, YAML","* Understands the role of structured data in implementing and managing content moderation rules.
* Can read and write basic JSON and CSV files for storing moderation outputs or flagged content.
* Familiar with using YAML for configuration of moderation rules or pipelines.
* Able to log simple moderation results (e.g., toxicity scores, PII flags) in tabular or structured formats.
* Understands the importance of consistent formatting for traceability and audits.","* Uses Python (Pandas, PyYAML, json) to parse, transform, and analyze moderation data.
* Maintains rule sets and thresholds for guardrails in YAML configuration files.
* Combines multiple data sources (e.g., model outputs + human feedback) in CSV/JSON for evaluation.
* Automates logging and exporting of moderation results for dashboards or reports.
* Applies filters and aggregations to identify trends in flagged content or violations.","* Designs scalable pipelines that log and store moderation data in JSON, CSV, or Parquet for large-scale analysis.
* Implements schema validation and version control for moderation rule sets and outputs.
* Integrates structured data into real-time monitoring systems and compliance dashboards.
* Conducts longitudinal analysis of moderation effectiveness using structured logs.
* Leads audits and reporting using structured datasets for regulatory or ethical reviews.
* Contributes to best practices in data governance and transparency for Gen AI safety."
Gen AI,Evaluation & Safety,Guardrails and content moderation,AWS,"* Understands the need for guardrails and content moderation in Gen AI applications.
* Familiar with AWS services like Amazon Comprehend, Amazon Rekognition, and AWS Content Moderation APIs.
* Can use AWS Console or SDKs to run basic moderation tasks (e.g., detect sentiment, inappropriate content).
* Understands basic IAM roles and permissions for accessing moderation services.
* Able to interpret simple moderation outputs (e.g., labels, confidence scores).","* Uses Amazon Comprehend for detecting sentiment, PII, and targeted content in Gen AI outputs.
* Integrates Amazon Rekognition for multimodal moderation (e.g., image + text).
* Implements Amazon SageMaker Clarify to detect bias and explain model predictions.
* Automates moderation workflows using AWS Lambda, Step Functions, and API Gateway.
* Logs and analyzes moderation results using CloudWatch, Athena, and QuickSight.
* Understands how to manage moderation thresholds and customize rule sets.","* Designs and deploys scalable, real-time moderation pipelines using SageMaker, Comprehend, and custom APIs.
* Implements advanced guardrails using SageMaker Clarify, Amazon Macie (for sensitive data), and AWS WAF.
* Conducts audits and compliance reporting using CloudTrail, AWS Config, and Security Hub.
* Integrates AWS moderation services with third-party tools (e.g., Hugging Face, TruLens) for hybrid safety systems.
* Leads development of enterprise-grade responsible AI frameworks using AWS infrastructure.
* Contributes to policy and governance strategies for Gen AI safety and content control."
Gen AI,Evaluation & Safety,Guardrails and content moderation,Azure,"* Understands the importance of guardrails and content moderation in Gen AI systems.
* Familiar with Azure services like Azure Content Safety, Azure AI Language, and Azure OpenAI.
* Can use Azure Portal or REST APIs to run basic moderation tasks (e.g., detect harmful content, sentiment).
* Understands basic Azure concepts like resource groups, API keys, and endpoints.
* Able to interpret simple moderation outputs (e.g., severity scores, flagged categories).","* Uses Azure Content Safety to detect and classify content risks (e.g., hate, violence, sexual content).
* Integrates Azure OpenAI Service with moderation APIs for real-time filtering of Gen AI outputs.
* Applies Azure AI Language for PII detection, sentiment analysis, and content classification.
* Automates moderation workflows using Azure Functions, Logic Apps, or Data Factory.
* Analyzes moderation trends using Azure Monitor, Log Analytics, and Power BI.
* Understands how to manage moderation thresholds and customize safety policies.","* Designs and deploys enterprise-grade moderation pipelines using Azure AI, Content Safety, and custom APIs.
* Implements real-time guardrails for Gen AI applications using Azure OpenAI + Content Safety integration.
* Conducts audits and compliance reporting using Azure Policy, Security Center, and Purview.
* Integrates Azure moderation services with third-party tools (e.g., TruLens, Presidio) for hybrid safety systems.
* Leads development of responsible AI frameworks and governance strategies using Azure infrastructure.
* Contributes to organizational policies and tooling for ethical Gen AI deployment."
Gen AI,Evaluation & Safety,Guardrails and content moderation,GCP,"* Understands the role of guardrails and content moderation in Gen AI systems.
* Familiar with GCP services like Cloud Natural Language API, Cloud DLP, and Vertex AI.
* Can use GCP Console or APIs to detect sentiment, PII, and basic content risks.
* Understands basic GCP concepts like projects, service accounts, and API keys.
* Able to interpret simple moderation outputs (e.g., toxicity labels, confidence scores).
","* Uses Cloud DLP to detect and redact sensitive information (e.g., PII, financial data) in Gen AI outputs.
* Integrates Cloud Natural Language API and Perspective API for content classification and toxicity detection.
* Deploys moderation models using Vertex AI and configures pipelines for real-time filtering.
* Automates moderation workflows using Cloud Functions, Pub/Sub, and Cloud Scheduler.
* Analyzes moderation trends using BigQuery, Looker, or Data Studio.
* Understands how to manage moderation thresholds, logging, and alerting.","* Designs and deploys scalable, production-grade moderation pipelines using Vertex AI Pipelines and Cloud Run.
* Implements real-time guardrails using custom models and GCP-native services.
* Conducts audits and compliance reporting using Cloud Audit Logs, Security Command Center, and Policy Intelligence.
* Integrates GCP moderation tools with third-party APIs (e.g., Hugging Face, TruLens) for hybrid safety systems.
* Leads development of responsible AI frameworks and governance strategies using GCP infrastructure.
* Contributes to enterprise-wide safety and ethical AI practices using GCP tooling."
Gen AI,Evaluation & Safety,Guardrails and content moderation,"Matplotlib, Seaborn, Plotly","* Understands the role of visualizations in monitoring Gen AI safety and moderation.
* Familiar with basic plotting using Matplotlib and Seaborn.
* Can create simple bar or line charts to show flagged content counts or severity levels.
* Able to visualize moderation results (e.g., toxic vs non-toxic outputs).
* Understands how to interpret basic visual patterns in moderation data.","* Uses Seaborn and Plotly to create comparative visualizations across models, categories, or time periods.
* Visualizes distributions of flagged content types (e.g., hate speech, PII, hallucinations).
* Combines multiple metrics (e.g., toxicity + bias + hallucination) in a single plot.
* Applies heatmaps, boxplots, and time series plots to explore moderation trends.
* Integrates visualizations into evaluation reports or dashboards for stakeholders.","* Designs interactive dashboards using Plotly Dash or Streamlit for real-time moderation monitoring.
* Implements advanced visualizations (e.g., multi-dimensional plots, clustering of flagged outputs).
* Automates visualization pipelines for continuous safety evaluation.
* Uses visual analytics to support audits, compliance reviews, and model retraining decisions.
* Leads development of custom visualization tools for Gen AI safety and governance."
Gen AI,Deployment & Integration,API integration and orchestration,"Python(LangChain, LlamaIndex, FastAPI, Flask, OpenAI SDK, Hugging Face SDK)","* Understands the basics of APIs and how they enable Gen AI integration.
* Familiar with Python and basic usage of OpenAI SDK or Hugging Face SDK.
* Can make simple API calls to LLMs and retrieve responses.
* Able to build basic web apps using Flask or FastAPI for Gen AI demos.
* Understands JSON request/response formats and basic error handling.","* Uses LangChain or LlamaIndex to orchestrate multi-step Gen AI workflows.
* Builds modular APIs with FastAPI or Flask to serve Gen AI models.
* Integrates multiple APIs (e.g., OpenAI + search + database) into a single pipeline.
* Implements caching, logging, and basic authentication in API services.
* Understands how to manage rate limits, retries, and latency in orchestration.
* Deploys Gen AI apps using containers or cloud platforms (e.g., Heroku, AWS Lambda).","* Designs scalable, production-grade Gen AI systems using LangChain agents, LlamaIndex retrievers, and custom APIs.
* Implements advanced orchestration logic (e.g., tool calling, memory, routing) using LangChain.
* Builds robust, asynchronous APIs with FastAPI, including background tasks and streaming.
* Integrates Gen AI APIs with enterprise systems (e.g., CRMs, knowledge bases, analytics).
* Leads deployment using CI/CD pipelines, container orchestration (e.g., Docker, Kubernetes), and monitoring tools.
* Contributes to open-source or internal frameworks for Gen AI API orchestration and governance."
Gen AI,Deployment & Integration,API integration and orchestration,"JavaScript / TypeScript (Node.js, Express, React (for front-end integration))","* Understands the basics of REST APIs and how they connect Gen AI models to applications.
* Familiar with JavaScript or TypeScript syntax and basic usage of Node.js and Express.
* Can make simple API calls to services like OpenAI or Hugging Face using fetch or axios.
* Able to build basic front-end interfaces in React to display Gen AI outputs.
* Understands JSON request/response structure and basic error handling.","* Builds modular back-end services using Express to orchestrate Gen AI workflows.
* Integrates multiple APIs (e.g., OpenAI + search + database) into a unified pipeline.
* Uses React to create dynamic front-end components that interact with Gen AI APIs.
* Implements middleware for logging, authentication, and rate limiting.
* Manages environment variables, API keys, and secure configuration.
* Understands asynchronous programming and error propagation in API chains.","* Designs scalable, production-ready Gen AI applications using Node.js microservices and React front-ends.
* Implements advanced orchestration logic (e.g., multi-agent coordination, tool calling) using custom APIs.
* Builds real-time, streaming interfaces for Gen AI using WebSockets or Server-Sent Events.
* Integrates Gen AI APIs with enterprise systems (e.g., CRMs, analytics, databases).
* Leads deployment using CI/CD pipelines, containerization (Docker), and cloud platforms (e.g., Vercel, AWS, GCP).
* Contributes to reusable SDKs, component libraries, or orchestration frameworks for Gen AI integration."
Gen AI,Deployment & Integration,API integration and orchestration,"AWS (SageMaker, Bedrock)","* Understands the basics of API integration and orchestration in Gen AI workflows.
* Familiar with AWS services like Amazon SageMaker and Amazon Bedrock.
* Can use AWS Console or SDKs to invoke pre-trained foundation models via Bedrock.
* Able to deploy basic models using SageMaker Studio or JumpStart.
* Understands IAM roles, API keys, and basic request/response handling.","* Uses Amazon Bedrock to integrate foundation models (e.g., Anthropic, Cohere, Meta) into applications via APIs.
* Builds and deploys custom Gen AI models using SageMaker Pipelines and SageMaker Inference Endpoints.
* Orchestrates multi-step workflows using AWS Step Functions or Lambda.
* Implements logging, monitoring, and error handling using CloudWatch and X-Ray.
* Manages API rate limits, retries, and secure access using API Gateway and IAM policies.","* Designs scalable, production-grade Gen AI systems using SageMaker, Bedrock, and custom APIs.
* Implements advanced orchestration logic (e.g., multi-agent coordination, tool calling) using Step Functions, EventBridge, and Lambda.
* Integrates Bedrock APIs with enterprise systems (e.g., CRMs, databases, analytics platforms).
* Leads deployment using CI/CD pipelines, CloudFormation, and SageMaker Model Registry.
* Conducts performance optimization, cost analysis, and compliance audits for Gen AI APIs.
* Contributes to enterprise-wide frameworks for secure, scalable Gen AI integration on AWS."
Gen AI,Deployment & Integration,API integration and orchestration,Azure (AI Studio),"* Understands basic concepts of RESTful APIs and JSON.
* Can explore and test Gen AI APIs via Azure AI Studio interface.
* Uses tools like Postman or curl to make simple API calls.
* Sets up basic Azure resources (e.g., AI services, keys, endpoints).
* Reads and interprets API documentation for Gen AI services.","* Integrates Gen AI APIs into applications using SDKs (Python, C#, etc.).
* Implements authentication (API keys, OAuth) securely.
* Orchestrates multiple API calls for workflows (e.g., chaining prompts).
* Uses Azure Functions or Logic Apps for basic automation.
* Adds error handling, logging, and retry mechanisms.
* Understands cost implications and manages quotas/throttling.","* Architects scalable Gen AI solutions using Azure AI Studio and complementary services (e.g., Azure Kubernetes Service, API Management).
* Designs advanced orchestration using Durable Functions or Logic Apps.
* Integrates Gen AI APIs with enterprise systems (CRM, ERP) via middleware or custom connectors.
* Implements CI/CD pipelines for Gen AI deployments.
* Applies advanced security (RBAC, managed identities, network isolation).
* Monitors performance and reliability using Azure Monitor and Application Insights.
* Coaches teams on best practices for API lifecycle and governance."
Gen AI,Deployment & Integration,API integration and orchestration,GCP (Vertex AI),"* Understands basic API concepts (REST, JSON) and how Vertex AI exposes endpoints.
* Can access and test Vertex AI APIs using tools like curl or Postman.
* Navigates Vertex AI console to locate models and endpoints.
* Sets up basic GCP resources (e.g., enabling APIs, IAM roles).
* Reads and interprets Vertex AI API documentation.","* Integrates Vertex AI APIs into applications using client libraries (Python, Java, etc.).
* Implements authentication using service accounts and OAuth 2.0.
* Orchestrates multiple API calls for tasks like prompt chaining or multimodal workflows.
* Uses Cloud Functions or Workflows for automation and orchestration.
* Implements logging, error handling, and retries for API calls.
* Understands quota limits and manages resource usage effectively.
","* Architects scalable Gen AI solutions using Vertex AI Pipelines and GCP services (e.g., Cloud Run, API Gateway).
* Designs advanced orchestration using Cloud Composer (Airflow) or Workflows.
* Integrates Gen AI APIs with enterprise systems (e.g., BigQuery, Firestore, CRM) using Pub/Sub or Eventarc.
* Implements CI/CD pipelines for Gen AI deployments using Cloud Build.
* Applies advanced security practices (IAM fine-grained roles, VPC Service Controls).
* Monitors and optimizes API performance using Cloud Monitoring and Logging.
* Leads governance and lifecycle management of Gen AI APIs across teams."
